user_id,show_id,rating
14,s6264,4
14,s561,4
15,s4958,5
15,s2246,4
15,s2294,4
15,s5445,4
15,s8175,4
15,s7969,4
15,s8148,3
15,s669,5
15,s2784,3
15,s640,3
16,s8262,4
16,s4477,4
16,s4843,4
16,s5829,5
16,s8140,3
16,s2343,5
16,s2402,3
16,s6281,5
16,s7296,4
16,s7119,3
16,s4825,3
17,s4673,5
17,s3453,4
17,s8713,4
17,s376,3
17,s700,3
17,s6557,5
17,s4768,4
17,s1526,4
17,s6587,4
17,s1174,5
18,s7040,5
18,s3981,3
18,s88,3
18,s1818,3
18,s3921,4
18,s6751,3
18,s6729,5
18,s2699,5
18,s6966,4
18,s3664,4
18,s3371,3
19,s3726,4
19,s1584,5
19,s5003,3
19,s3852,5
19,s3066,4
19,s2418,5
19,s3425,3
19,s6971,4
19,s880,4
19,s1515,4
20,s4377,5
20,s225,5
20,s401,4
20,s7719,4
20,s3742,3
20,s2254,4
20,s4605,3
20,s1041,5
20,s2055,3
20,s26,4
20,s2525,3
21,s2007,4
21,s1563,3
21,s3941,4
21,s6660,4
21,s2123,3
21,s4512,5
21,s3613,4
21,s3371,4
21,s3054,5
21,s2166,3
21,s6103,5
22,s8276,4
22,s3893,5
22,s1948,3
22,s2465,4
22,s8701,4
22,s466,3
22,s26,4
22,s8487,4
22,s6452,3
22,s1448,5
23,s8640,4
23,s1409,4
23,s1994,4
23,s2179,5
23,s7843,5
23,s3051,3
23,s662,4
23,s1896,4
23,s7871,3
23,s8545,3
23,s5192,3
24,s6158,4
24,s8060,3
24,s2888,3
24,s6313,3
24,s1979,5
24,s835,5
24,s6803,3
24,s6569,5
24,s2526,5
24,s5691,5
24,s881,5
25,s3908,3
25,s3665,4
25,s7613,3
25,s2289,3
25,s597,3
25,s5942,3
25,s3897,4
25,s8694,4
25,s2706,5
25,s2501,5
25,s915,4
26,s4942,4
26,s2658,5
26,s5909,4
26,s3885,5
26,s7393,3
26,s5651,4
26,s7848,5
26,s3486,3
26,s5366,3
26,s5098,3
26,s1403,5
27,s655,3
27,s5310,4
27,s8125,3
27,s8135,3
27,s6388,3
27,s5301,3
27,s8014,3
27,s7431,5
27,s8461,3
27,s7403,5
28,s3697,4
28,s7992,3
28,s7303,5
28,s2383,5
28,s4634,3
28,s6755,5
28,s4672,5
28,s4257,3
28,s1793,3
28,s533,5
29,s3807,4
29,s775,3
29,s4031,5
29,s2604,3
29,s18,4
29,s7588,4
29,s90,5
29,s6016,3
29,s190,4
29,s566,3
29,s5070,4
30,s4411,5
30,s3329,5
30,s241,3
30,s7280,3
30,s4351,5
30,s2932,4
30,s7506,4
30,s4663,3
30,s2768,5
30,s6733,3
30,s4942,5
31,s925,4
31,s3996,4
31,s8203,5
31,s771,3
31,s8093,5
31,s8182,5
31,s3581,4
31,s496,5
31,s8548,3
31,s4229,3
32,s7548,4
32,s246,3
32,s1534,5
32,s6254,5
32,s7506,3
32,s6614,5
32,s6672,4
32,s8756,5
32,s1547,5
32,s4085,3
33,s2149,3
33,s6777,5
33,s2800,4
33,s7641,5
33,s4771,3
33,s1841,3
33,s6219,4
33,s832,4
33,s6861,4
33,s1674,5
34,s3993,4
34,s990,3
34,s7651,5
34,s1982,3
34,s988,5
34,s1966,4
34,s1530,4
34,s5777,3
34,s5125,5
35,s64,5
35,s679,4
35,s3416,4
35,s59,5
35,s6788,3
35,s6996,5
35,s2043,3
35,s6592,3
35,s7531,3
35,s4209,5
35,s8636,3
36,s6764,5
36,s3638,5
36,s4611,4
36,s2248,5
36,s6805,4
36,s2378,5
36,s4253,5
36,s2500,3
36,s920,4
36,s1277,3
36,s1690,5
37,s5075,3
37,s5964,3
37,s7572,3
37,s5492,3
37,s4550,3
37,s3226,3
37,s1980,4
37,s8031,4
37,s6298,3
37,s7817,3
38,s2376,3
38,s1819,5
38,s8515,4
38,s1208,5
38,s2432,3
38,s1927,3
38,s5855,5
38,s5549,3
38,s1429,5
38,s7623,3
39,s4461,4
39,s8382,4
39,s1365,4
39,s5999,5
39,s7858,4
39,s4116,3
39,s3680,4
39,s5821,3
39,s5370,4
39,s7360,3
39,s5481,5
40,s3264,3
40,s3371,4
40,s5096,4
40,s3689,5
40,s2350,4
40,s2794,5
40,s3213,4
40,s6399,4
40,s898,3
40,s2737,4
40,s7505,4
41,s7421,4
41,s4014,4
41,s5014,4
41,s6676,5
41,s6847,5
41,s5028,4
41,s1290,5
41,s4599,3
41,s6301,4
41,s985,5
41,s6218,3
42,s2378,5
42,s4738,3
42,s5005,3
42,s4127,4
42,s487,3
42,s7228,4
42,s7497,5
42,s4673,3
42,s426,5
42,s5678,3
42,s4686,5
43,s8724,4
43,s8527,5
43,s8704,5
43,s5672,4
43,s851,3
43,s4423,5
43,s8207,5
43,s6446,4
43,s452,3
43,s7883,4
43,s1374,5
44,s6427,3
44,s4015,5
44,s3824,4
44,s5398,3
44,s6390,4
44,s8750,4
44,s3723,4
44,s3450,3
44,s1363,5
44,s1757,4
44,s264,5
45,s4766,5
45,s6449,4
45,s459,4
45,s2372,4
45,s24,5
45,s2811,4
45,s1811,5
45,s3423,5
45,s1207,4
45,s7588,5
45,s1377,3
46,s666,3
46,s6543,3
46,s4953,4
46,s842,5
46,s7071,4
46,s8534,3
46,s2622,3
46,s8743,5
46,s1515,3
46,s3025,5
46,s5036,5
47,s2564,5
47,s6079,3
47,s1128,3
47,s671,4
47,s7647,5
47,s1753,5
47,s6221,5
47,s3247,3
47,s8152,4
47,s2928,3
47,s7526,5
48,s914,4
48,s4069,5
48,s763,4
48,s2853,3
48,s8514,4
48,s1926,3
48,s2135,4
48,s1325,4
48,s710,4
48,s3740,4
48,s657,4
49,s3686,4
49,s8359,4
49,s220,5
49,s5482,4
49,s8129,4
49,s7750,4
49,s2775,4
49,s5237,5
49,s3527,4
49,s3707,3
49,s4537,5
50,s2918,4
50,s243,4
50,s1991,5
50,s2171,4
50,s4760,5
50,s7176,4
50,s6199,4
50,s187,5
50,s7857,3
50,s1717,5
50,s7748,4
51,s4937,3
51,s8218,5
51,s8221,4
51,s3583,4
51,s1795,5
51,s4648,5
51,s1037,3
51,s6635,3
51,s856,5
51,s3955,5
52,s7726,4
52,s1702,4
52,s5604,5
52,s8380,4
52,s5672,4
52,s3077,5
52,s5440,3
52,s3522,5
52,s5581,4
52,s88,5
52,s3188,4
53,s4384,3
53,s8763,4
53,s4225,4
53,s7700,4
53,s1109,5
53,s2320,5
53,s4032,3
53,s1081,4
53,s8807,5
53,s31,4
53,s8484,5
54,s5263,3
54,s2549,5
54,s4868,3
54,s4950,4
54,s5666,3
54,s1083,3
54,s2960,4
54,s4981,5
54,s1474,4
54,s3809,3
54,s1635,4
55,s7522,3
55,s1463,4
55,s4512,4
55,s2125,5
55,s12,5
55,s1697,3
55,s6510,3
55,s1083,4
55,s5438,5
56,s3801,5
56,s3193,3
56,s8393,5
56,s643,4
56,s5763,3
56,s5129,5
56,s6251,4
56,s6743,4
56,s2179,5
56,s7797,5
57,s4440,5
57,s3282,5
57,s5078,5
57,s3352,4
57,s6890,3
57,s1553,5
57,s848,4
57,s3088,4
57,s3738,3
57,s5402,3
57,s8199,5
58,s3939,5
58,s2355,5
58,s11,4
58,s6718,5
58,s6150,4
58,s5955,5
58,s5619,3
58,s8404,3
58,s322,4
58,s263,4
58,s1950,3
59,s745,4
59,s3654,4
59,s1814,4
59,s7572,5
59,s5113,5
59,s7541,3
59,s4704,5
59,s6162,4
59,s5281,3
59,s4401,3
60,s7291,5
60,s4275,5
60,s2394,3
60,s393,5
60,s1256,5
60,s8698,3
60,s8083,4
60,s1335,4
60,s1191,5
60,s811,5
60,s1134,4
61,s1138,5
61,s5081,4
61,s7105,5
61,s4323,3
61,s6247,4
61,s3760,3
61,s1949,4
61,s3643,3
61,s3781,3
61,s8492,3
61,s6026,5
62,s364,3
62,s1468,4
62,s4184,5
62,s4065,3
62,s4760,5
62,s557,5
62,s7379,3
62,s2575,5
62,s568,5
62,s544,3
62,s6515,4
63,s8513,3
63,s4793,4
63,s4676,3
63,s2237,5
63,s2602,4
63,s4042,3
63,s5974,3
63,s7733,3
63,s5675,5
63,s3139,5
63,s6240,3
64,s5745,5
64,s5571,3
64,s5899,4
64,s5362,5
64,s7864,4
64,s8057,4
64,s2577,5
64,s7095,3
64,s7682,5
65,s288,3
65,s5357,5
65,s3120,5
65,s7807,3
65,s3434,4
65,s322,5
65,s7929,4
65,s4045,5
65,s1085,3
65,s2827,3
65,s4273,4
66,s5256,3
66,s333,3
66,s542,4
66,s1433,4
66,s962,4
66,s5111,3
66,s5297,4
66,s3996,3
66,s1187,5
66,s7903,5
66,s3350,3
67,s8762,5
67,s2877,4
67,s4219,5
67,s3820,5
67,s3979,4
67,s8650,3
67,s8490,3
67,s6865,5
67,s7840,5
68,s4516,3
68,s5134,4
68,s5116,4
68,s3910,4
68,s2186,5
68,s8646,3
68,s6054,4
68,s2208,3
68,s883,3
68,s1006,5
68,s5074,4
69,s8438,4
69,s1753,3
69,s775,5
69,s7498,4
69,s5649,3
69,s1700,3
69,s8582,5
69,s6284,5
69,s3267,4
69,s4141,3
69,s1454,5
70,s3980,5
70,s235,3
70,s3708,3
70,s937,3
70,s5293,5
70,s3020,4
70,s5429,4
70,s2048,5
70,s3655,5
70,s62,4
70,s4490,4
71,s2645,5
71,s7595,4
71,s5046,4
71,s827,3
71,s4203,5
71,s8395,3
71,s4920,5
71,s2469,3
71,s3970,5
71,s7081,5
71,s6835,3
72,s1939,4
72,s4989,5
72,s2002,5
72,s2449,5
72,s532,3
72,s1744,5
72,s4524,4
72,s4153,4
72,s3418,3
72,s2699,3
73,s4730,3
73,s4107,3
73,s7054,5
73,s8486,3
73,s2886,3
73,s8132,5
73,s6950,5
73,s180,3
73,s4615,4
73,s7866,3
73,s6290,5
74,s5389,4
74,s6711,4
74,s5954,3
74,s4390,5
74,s6427,5
74,s640,5
74,s844,5
74,s1157,3
74,s2254,4
74,s5232,5
74,s6987,4
75,s5601,5
75,s5348,5
75,s6940,5
75,s4425,4
75,s7447,3
75,s371,3
75,s2179,3
75,s7968,5
75,s5206,3
75,s1940,3
75,s2613,4
76,s2570,3
76,s3061,4
76,s8644,3
76,s5509,4
76,s1629,4
76,s1691,3
76,s1917,3
76,s4622,5
76,s6105,3
76,s4097,3
77,s2128,3
77,s7050,4
77,s5920,3
77,s7170,3
77,s4026,4
77,s4999,5
77,s7088,3
77,s4750,4
77,s7637,5
77,s8055,3
77,s2979,4
78,s2636,3
78,s4030,3
78,s3281,5
78,s7941,4
78,s3950,4
78,s3203,3
78,s6904,4
78,s8025,4
78,s3721,5
78,s5184,5
79,s1078,5
79,s4419,3
79,s6819,5
79,s4016,3
79,s7497,4
79,s1041,5
79,s7418,4
79,s2005,3
79,s1636,4
79,s8155,3
79,s6110,3
80,s6508,5
80,s4872,4
80,s1972,5
80,s7642,5
80,s3867,3
80,s4384,3
80,s4277,5
80,s2985,4
80,s2203,3
80,s3453,4
80,s6844,4
81,s7511,3
81,s5639,5
81,s2991,5
81,s3210,4
81,s4125,4
81,s115,4
81,s4089,4
81,s4237,3
81,s4412,3
81,s7555,4
81,s2068,5
82,s7265,4
82,s7624,5
82,s3424,4
82,s3605,4
82,s3282,5
82,s2998,5
82,s6138,4
82,s1699,5
82,s3999,4
82,s6964,4
82,s7007,3
83,s657,4
83,s6564,4
83,s7177,5
83,s3364,3
83,s127,4
83,s4437,3
83,s2533,5
83,s552,4
83,s3904,3
83,s116,5
83,s5845,5
84,s637,3
84,s6944,4
84,s5037,3
84,s2275,3
84,s8333,3
84,s3495,5
84,s4346,4
84,s4277,3
84,s2516,3
84,s6195,3
84,s322,3
85,s2568,4
85,s4572,5
85,s5354,5
85,s3391,3
85,s3899,5
85,s4143,3
85,s188,4
85,s6636,5
85,s8161,5
85,s7570,4
86,s1515,5
86,s799,5
86,s3880,4
86,s6971,5
86,s1221,3
86,s8186,3
86,s1336,5
86,s8141,4
86,s3742,4
86,s4922,4
87,s2166,4
87,s20,4
87,s5752,5
87,s2323,4
87,s2450,4
87,s166,4
87,s7121,4
87,s779,3
87,s1488,4
87,s4119,4
87,s3120,4
88,s1115,5
88,s6958,4
88,s2637,4
88,s7500,5
88,s6386,3
88,s4111,4
88,s3814,4
88,s450,4
88,s2285,4
88,s1941,4
89,s6352,3
89,s4259,4
89,s6648,4
89,s4489,3
89,s368,3
89,s2122,5
89,s3282,4
89,s2480,5
89,s7128,3
89,s1306,4
89,s8630,3
90,s3149,5
90,s4447,4
90,s398,3
90,s5448,4
90,s2916,5
90,s4143,3
90,s4825,5
90,s4816,3
90,s687,4
90,s2087,5
90,s6302,5
91,s4072,4
91,s3487,3
91,s119,4
91,s7966,4
91,s30,4
91,s2879,4
91,s4691,3
91,s1567,3
91,s3518,5
91,s6420,5
92,s6942,4
92,s5290,4
92,s289,4
92,s707,5
92,s4979,4
92,s5803,3
92,s6918,4
92,s674,3
92,s670,5
92,s4164,3
92,s5279,5
93,s1195,3
93,s6569,3
93,s4797,4
93,s4033,4
93,s3674,4
93,s3070,5
93,s3417,4
93,s3615,4
93,s4536,4
93,s1644,4
93,s61,5
94,s155,5
94,s8521,3
94,s8180,5
94,s1842,5
94,s4312,5
94,s8804,4
94,s8653,4
94,s43,3
94,s36,4
94,s1859,5
94,s7090,5
95,s8199,4
95,s2594,4
95,s2487,3
95,s4860,4
95,s1148,5
95,s2383,3
95,s4906,5
95,s8204,5
95,s2103,4
95,s7023,5
95,s7982,3
96,s5170,5
96,s7090,3
96,s5732,5
96,s1783,4
96,s2762,3
96,s554,4
96,s7748,3
96,s5216,3
96,s670,3
96,s7188,3
96,s1555,4
97,s5351,5
97,s1673,5
97,s4688,5
97,s4131,3
97,s7629,5
97,s1981,5
97,s3605,4
97,s4636,5
97,s2894,3
97,s7839,3
98,s2685,5
98,s3455,4
98,s4531,3
98,s4638,5
98,s3939,4
98,s246,3
98,s8477,3
98,s214,3
98,s4553,3
98,s4907,4
98,s7575,3
99,s2115,3
99,s545,3
99,s1261,3
99,s5699,5
99,s3556,4
99,s181,5
99,s5012,3
99,s4493,5
99,s4428,5
99,s3145,4
99,s2116,5
100,s5108,3
100,s1007,4
100,s8249,5
100,s5341,3
100,s8079,3
100,s2933,4
100,s7165,4
100,s2812,3
100,s5779,5
100,s5858,3
100,s6092,3
101,s5303,3
101,s1844,5
101,s8079,3
101,s1119,5
101,s5995,4
101,s397,5
101,s4192,4
101,s4525,5
101,s2909,5
101,s8205,3
101,s3931,4
102,s4482,3
102,s4525,5
102,s4692,3
102,s3921,3
102,s6041,3
102,s4853,4
102,s1114,5
102,s6448,3
102,s4272,4
102,s1840,5
102,s3434,4
103,s4564,4
103,s4248,3
103,s3493,5
103,s5456,4
103,s2867,4
103,s1947,3
103,s5364,3
103,s5682,5
103,s8351,3
103,s4204,3
103,s6476,5
104,s5111,4
104,s3570,5
104,s1005,3
104,s7589,4
104,s5592,3
104,s5238,5
104,s7434,5
104,s4396,5
104,s5992,3
104,s8276,3
104,s6839,4
105,s3492,3
105,s3183,5
105,s2942,3
105,s6942,3
105,s1479,3
105,s1911,3
105,s6918,4
105,s2418,5
105,s4023,3
105,s4712,4
106,s3110,4
106,s3367,4
106,s4161,4
106,s2381,5
106,s6901,5
106,s41,5
106,s458,4
106,s3852,3
106,s8340,5
106,s1771,5
106,s5981,4
107,s4275,4
107,s6405,3
107,s8597,3
107,s7783,4
107,s2067,3
107,s8796,5
107,s1402,4
107,s4364,3
107,s8804,3
107,s5889,5
107,s325,3
108,s3977,4
108,s7895,5
108,s834,5
108,s2453,3
108,s2259,3
108,s3641,5
108,s2307,5
108,s6858,3
108,s8528,3
108,s2273,3
108,s3673,4
109,s3462,5
109,s3417,5
109,s3884,3
109,s4484,4
109,s4711,5
109,s6409,4
109,s2952,3
109,s398,5
109,s4272,3
110,s2389,4
110,s5764,5
110,s2932,5
110,s3067,5
110,s8277,3
110,s3435,3
110,s7738,4
110,s6068,4
110,s4357,3
110,s2792,3
110,s2087,4
111,s7265,4
111,s8732,3
111,s1929,5
111,s936,4
111,s8331,4
111,s4137,3
111,s7544,5
111,s6755,4
111,s1581,3
111,s1602,4
112,s4914,5
112,s1669,5
112,s301,5
112,s8173,3
112,s4781,5
112,s2145,5
112,s3590,4
112,s6247,4
112,s4121,3
112,s8750,5
112,s458,3
113,s2768,4
113,s4646,3
113,s7726,4
113,s8654,3
113,s3121,5
113,s1068,3
113,s237,3
113,s1416,4
113,s359,5
113,s119,3
113,s5678,3
114,s6300,3
114,s5941,3
114,s8528,5
114,s7832,3
114,s6874,5
114,s2464,5
114,s8523,5
114,s8205,3
114,s494,4
114,s6167,4
114,s4278,4
115,s598,3
115,s3239,5
115,s3282,4
115,s3454,5
115,s8755,5
115,s1465,3
115,s2058,4
115,s8138,4
115,s1979,4
115,s3608,3
116,s887,4
116,s206,4
116,s8669,4
116,s333,4
116,s2985,3
116,s5245,5
116,s540,4
116,s3765,5
116,s884,3
116,s1102,4
116,s4321,4
117,s7331,5
117,s6474,3
117,s1818,5
117,s8636,3
117,s8437,5
117,s7531,3
117,s8347,4
117,s7941,4
117,s8402,3
117,s268,4
117,s7534,4
118,s849,3
118,s2692,3
118,s3841,5
118,s4504,3
118,s3498,5
118,s181,5
118,s7126,3
118,s2752,3
118,s5384,4
118,s2465,4
118,s8175,5
119,s3380,4
119,s4952,4
119,s1851,4
119,s2692,5
119,s4566,5
119,s1930,3
119,s188,4
119,s315,3
119,s4846,5
119,s5701,3
119,s1982,3
120,s188,5
120,s3295,3
120,s251,3
120,s7131,5
120,s6508,5
120,s244,4
120,s449,4
120,s6324,4
120,s3756,4
120,s7355,5
120,s1540,4
121,s5290,5
121,s4369,3
121,s994,5
121,s2191,5
121,s5245,3
121,s2526,5
121,s3237,5
121,s540,3
121,s2471,3
121,s3247,4
121,s3011,5
122,s167,5
122,s2363,4
122,s5100,4
122,s6112,4
122,s1063,3
122,s1207,4
122,s268,3
122,s8545,3
122,s7954,4
122,s3847,3
122,s8750,4
123,s2333,4
123,s1696,3
123,s1533,5
123,s5967,4
123,s3111,4
123,s6278,3
123,s3823,5
123,s7303,3
123,s635,5
123,s3974,4
123,s3458,4
124,s4415,4
124,s2602,3
124,s4707,4
124,s7796,3
124,s6718,5
124,s3867,4
124,s4748,3
124,s3990,5
124,s5482,3
124,s6050,5
125,s5783,3
125,s1037,3
125,s7599,4
125,s3892,3
125,s4204,4
125,s2391,4
125,s1979,4
125,s4986,5
125,s162,3
125,s5451,4
125,s5497,5
126,s7353,4
126,s2125,3
126,s146,5
126,s563,5
126,s4905,5
126,s977,5
126,s7148,3
126,s3527,3
126,s388,3
126,s4361,4
126,s1366,4
127,s5113,3
127,s4969,3
127,s7210,5
127,s3664,5
127,s7656,5
127,s772,5
127,s7807,5
127,s4724,3
127,s3504,5
127,s4310,5
127,s5366,4
128,s6506,4
128,s1211,3
128,s4983,4
128,s698,5
128,s5438,3
128,s3264,5
128,s2509,4
128,s6803,4
128,s6938,4
128,s7969,5
128,s2314,3
129,s3446,4
129,s2223,4
129,s7223,5
129,s8019,5
129,s6188,5
129,s6568,3
129,s7390,3
129,s4516,4
129,s5676,5
129,s7575,3
129,s8646,3
130,s4727,4
130,s856,5
130,s179,5
130,s1675,3
130,s559,4
130,s4882,4
130,s8310,3
130,s2841,5
130,s177,4
130,s4471,5
131,s4622,3
131,s2800,4
131,s3272,4
131,s3841,3
131,s2294,5
131,s3048,4
131,s4367,3
131,s7560,3
131,s6674,4
131,s1574,3
131,s2972,5
132,s3737,5
132,s7943,4
132,s836,3
132,s7029,4
132,s4265,5
132,s5410,3
132,s4031,3
132,s3362,5
132,s3130,4
133,s8362,5
133,s4290,5
133,s2072,5
133,s169,4
133,s3395,4
133,s7935,4
133,s1079,3
133,s3162,3
133,s8563,4
133,s6306,4
133,s8575,4
134,s6118,3
134,s2472,3
134,s3163,4
134,s6343,3
134,s2359,4
134,s7730,4
134,s4485,3
134,s1971,5
134,s6831,3
134,s4619,4
134,s8766,4
135,s822,3
135,s6865,5
135,s5136,3
135,s4793,4
135,s2513,3
135,s1692,3
135,s3995,3
135,s8399,5
135,s2731,3
135,s5013,4
135,s3914,4
136,s6851,4
136,s5750,5
136,s7143,4
136,s4127,4
136,s58,4
136,s4030,5
136,s2924,4
136,s7417,4
136,s1276,3
136,s1571,3
136,s8545,4
137,s7071,3
137,s280,4
137,s2062,4
137,s6933,3
137,s3655,4
137,s3031,4
137,s3067,4
137,s8306,4
137,s5597,3
137,s2008,4
137,s1073,4
138,s1216,4
138,s1681,3
138,s2310,4
138,s7876,3
138,s1985,3
138,s8580,5
138,s3134,3
138,s6741,4
138,s8771,5
139,s1852,3
139,s591,4
139,s1580,4
139,s5754,4
139,s4634,3
139,s460,4
139,s2855,3
139,s3841,4
139,s3138,5
139,s1041,4
139,s3337,3
140,s6664,3
140,s721,3
140,s7439,3
140,s5438,5
140,s7296,3
140,s515,4
140,s5196,4
140,s6515,4
140,s3343,5
140,s4028,3
140,s3292,4
141,s4488,5
141,s8685,5
141,s5599,5
141,s667,5
141,s4837,3
141,s5436,5
141,s8804,5
141,s4117,3
141,s5889,3
141,s2181,5
141,s5355,5
142,s6424,4
142,s6264,5
142,s660,5
142,s3294,3
142,s3292,5
142,s693,3
142,s3850,5
142,s5685,3
142,s6647,5
142,s3186,3
142,s6510,5
143,s8195,4
143,s7307,4
143,s5525,5
143,s3159,5
143,s5160,4
143,s2020,4
143,s3608,5
143,s1080,4
143,s934,4
143,s1146,4
143,s5484,4
144,s2247,4
144,s4589,3
144,s6354,4
144,s1466,4
144,s7152,4
144,s5999,3
144,s4296,4
144,s595,4
144,s8532,5
144,s4701,4
144,s582,3
145,s6111,3
145,s694,4
145,s4646,5
145,s193,3
145,s1018,5
145,s5744,4
145,s478,5
145,s6316,3
145,s4625,5
145,s2646,4
145,s1087,5
146,s6375,5
146,s540,4
146,s2922,3
146,s3604,4
146,s7055,3
146,s801,4
146,s1438,5
146,s5651,5
146,s750,3
146,s2519,4
146,s1879,3
147,s3838,4
147,s1373,3
147,s370,4
147,s2552,5
147,s1834,5
147,s7527,5
147,s6081,3
147,s3893,3
147,s7070,4
147,s3790,5
147,s3443,3
148,s7554,4
148,s820,5
148,s7342,3
148,s2129,5
148,s1958,4
148,s4960,5
148,s7955,5
148,s3075,4
148,s8755,4
148,s7752,3
148,s178,3
149,s2836,4
149,s6608,5
149,s92,3
149,s4938,3
149,s57,3
149,s2845,5
149,s7182,3
149,s7311,3
149,s739,5
149,s5935,4
149,s7600,5
150,s2143,3
150,s1300,5
150,s7469,3
150,s2441,4
150,s5808,3
150,s1357,3
150,s5238,5
150,s3031,3
150,s8804,5
150,s422,5
150,s3248,5
151,s5928,3
151,s2069,4
151,s3368,3
151,s4477,5
151,s4130,3
151,s7799,3
151,s7070,5
151,s4901,5
151,s3158,4
151,s5061,3
151,s5211,5
152,s7466,4
152,s131,3
152,s3518,4
152,s5881,4
152,s1808,3
152,s910,3
152,s8613,3
152,s2695,4
152,s1630,5
152,s6445,4
152,s794,5
153,s1524,4
153,s3274,5
153,s481,5
153,s2721,3
153,s492,3
153,s6735,4
153,s2568,4
153,s3033,3
153,s2269,4
153,s3561,3
153,s6481,5
154,s7299,4
154,s6713,5
154,s5695,5
154,s4435,5
154,s856,3
154,s6373,4
154,s2864,5
154,s7759,4
154,s4806,5
154,s801,3
154,s1231,5
155,s876,4
155,s1826,5
155,s120,4
155,s8577,5
155,s5540,5
155,s1810,3
155,s2412,5
155,s437,4
155,s3154,3
155,s1599,5
155,s7153,4
156,s7863,4
156,s5489,3
156,s973,4
156,s5693,5
156,s3929,4
156,s3608,3
156,s4985,5
156,s3970,5
156,s4167,5
156,s3353,3
156,s5396,4
157,s1924,3
157,s5122,4
157,s2180,5
157,s1333,4
157,s2420,5
157,s3609,3
157,s2863,4
157,s8175,4
157,s8038,5
157,s5525,5
157,s4961,5
158,s539,3
158,s1795,4
158,s4679,4
158,s2798,4
158,s3852,3
158,s369,5
158,s3675,3
158,s4484,3
158,s4266,4
158,s2087,3
158,s5985,5
159,s6947,3
159,s8222,3
159,s1715,5
159,s1028,3
159,s2176,4
159,s1844,3
159,s1776,4
159,s6209,3
159,s8385,3
159,s155,5
159,s8343,4
160,s8276,5
160,s8643,3
160,s7181,4
160,s4448,5
160,s4249,5
160,s4866,3
160,s8623,5
160,s6754,3
160,s6041,5
160,s4232,5
161,s2038,5
161,s473,5
161,s1060,4
161,s5028,5
161,s1493,3
161,s2255,3
161,s5,5
161,s4858,4
161,s1433,4
161,s7289,3
161,s2175,3
162,s1941,4
162,s7731,3
162,s3866,3
162,s8466,4
162,s872,3
162,s1226,4
162,s4065,4
162,s8299,4
162,s4482,5
162,s7079,3
163,s8369,3
163,s5113,4
163,s1144,5
163,s7711,5
163,s7436,4
163,s3243,4
163,s6614,4
163,s5763,4
163,s2350,3
163,s2569,5
163,s6508,3
164,s5216,4
164,s5137,4
164,s4571,3
164,s3186,3
164,s8139,4
164,s3921,4
164,s6510,4
164,s8568,3
164,s5383,3
164,s1128,5
164,s8627,4
165,s6975,4
165,s5279,3
165,s1211,4
165,s22,4
165,s3588,4
165,s7267,4
165,s3688,5
165,s7350,4
165,s3021,5
165,s276,3
165,s2213,4
166,s1855,3
166,s6185,5
166,s7857,3
166,s5977,3
166,s6908,5
